candles;;;;;;;
;;;;;;;
open;close;high;low;value;volume;begin;end
256.9;256.75;256.9;256.6;88974985.6;346580;16.01.2020 16:30;16.01.2020 16:39
256.75;256.47;256.79;256.3;190129539.3;741150;16.01.2020 16:40;16.01.2020 16:49
256.45;256.2;256.61;256.12;163751962.1;638860;16.01.2020 16:50;16.01.2020 16:59
256.24;256.49;256.86;256.1;159017772.6;619940;16.01.2020 17:00;16.01.2020 17:09
256.49;256.83;256.84;256.45;69626459.9;271320;16.01.2020 17:10;16.01.2020 17:19
256.85;257.31;257.31;256.8;174367815.9;678200;16.01.2020 17:20;16.01.2020 17:29
257.3;256.92;257.31;256.72;185086072.5;719970;16.01.2020 17:30;16.01.2020 17:39
256.91;256.93;257;256.8;154317420.8;600530;16.01.2020 17:40;16.01.2020 17:49
256.93;257.08;257.3;256.91;134952183.7;524810;16.01.2020 17:50;16.01.2020 17:59
257.08;256.97;257.19;256.85;79970445.7;311140;16.01.2020 18:00;16.01.2020 18:09
256.98;257;257.14;256.76;86761459.4;337640;16.01.2020 18:10;16.01.2020 18:19
256.99;256.95;257.04;256.73;155412115.8;604880;16.01.2020 18:20;16.01.2020 18:29
256.99;257.11;257.11;256.91;258630350.2;1006290;16.01.2020 18:30;16.01.2020 18:39
257.51;257.51;257.51;257.51;517685228.5;2010350;16.01.2020 18:40;16.01.2020 18:49
258.2;258.2;258.2;258.2;5925690;22950;17.01.2020 9:50;17.01.2020 9:59
258.2;257.9;258.29;257.75;195052012.9;756270;17.01.2020 10:00;17.01.2020 10:09
257.92;257.81;257.95;257.75;93937699.7;364320;17.01.2020 10:10;17.01.2020 10:19
257.84;258.6;258.75;257.78;370369697.8;1434080;17.01.2020 10:20;17.01.2020 10:29
258.6;258.78;258.98;258.5;235640660.2;910540;17.01.2020 10:30;17.01.2020 10:39
258.78;259.27;259.41;258.77;366109909.3;1412740;17.01.2020 10:40;17.01.2020 10:49
259.26;259.9;259.99;259.15;616338455.1;2374280;17.01.2020 10:50;17.01.2020 10:59
259.85;259.88;260.27;259.64;508482987.1;1955910;17.01.2020 11:00;17.01.2020 11:09
259.89;259.75;260.15;259.45;241443223.6;929110;17.01.2020 11:10;17.01.2020 11:19
259.75;260.3;260.79;259.75;455052613.8;1748070;17.01.2020 11:20;17.01.2020 11:29
260.3;260.87;260.94;260.26;303704019.7;1165110;17.01.2020 11:30;17.01.2020 11:39
260.87;260.79;261.1;260.55;299554812;1148040;17.01.2020 11:40;17.01.2020 11:49
260.79;260.9;261.25;260.74;163617656.3;626810;17.01.2020 11:50;17.01.2020 11:59
260.9;260.58;261.19;260.5;293642522.3;1126140;17.01.2020 12:00;17.01.2020 12:09
260.65;260.84;261;260.6;115016685.4;440970;17.01.2020 12:10;17.01.2020 12:19
260.84;260.96;261.43;260.84;309245014.7;1183920;17.01.2020 12:20;17.01.2020 12:29
260.94;260.85;260.99;260.54;149963108.4;575050;17.01.2020 12:30;17.01.2020 12:39
260.86;261.01;261.4;260.85;100930371.5;386390;17.01.2020 12:40;17.01.2020 12:49
261.04;260.72;261.08;260.6;78133773.3;299580;17.01.2020 12:50;17.01.2020 12:59
260.72;260.85;261.2;260.57;144768471.2;554890;17.01.2020 13:00;17.01.2020 13:09
260.86;261.14;261.39;260.86;163995771.4;627950;17.01.2020 13:10;17.01.2020 13:19
261.14;261.01;261.88;260.86;558014594.5;2134820;17.01.2020 13:20;17.01.2020 13:29
261.06;261.14;261.26;261;70474829;269860;17.01.2020 13:30;17.01.2020 13:39
261.13;261.15;261.4;261;72739211.8;278530;17.01.2020 13:40;17.01.2020 13:49
261.12;261;261.17;260.87;137477985.8;526790;17.01.2020 13:50;17.01.2020 13:59
260.99;261.33;261.5;260.88;151983884.9;581810;17.01.2020 14:00;17.01.2020 14:09
261.33;261.81;261.81;261.33;385672725.9;1474730;17.01.2020 14:10;17.01.2020 14:19
261.8;261.5;261.84;261.23;67361696.6;257570;17.01.2020 14:20;17.01.2020 14:29
261.55;261.34;261.59;261.05;49593406.8;189830;17.01.2020 14:30;17.01.2020 14:39
261.34;261.63;261.66;261.3;59680353.1;228180;17.01.2020 14:40;17.01.2020 14:49
261.65;262.35;262.36;261.64;478797853.8;1826790;17.01.2020 14:50;17.01.2020 14:59
262.35;262.26;262.82;262.15;436319006.4;1662110;17.01.2020 15:00;17.01.2020 15:09
262.25;262.28;262.4;262.17;81697127.6;311470;17.01.2020 15:10;17.01.2020 15:19
262.25;261.99;262.49;261.91;104190590.9;397320;17.01.2020 15:20;17.01.2020 15:29
261.96;262.32;262.34;261.71;123452549.2;471270;17.01.2020 15:30;17.01.2020 15:39
262.32;262.15;262.37;261.72;82515190.2;314900;17.01.2020 15:40;17.01.2020 15:49
262.09;262.32;262.46;262.05;90965563.7;346780;17.01.2020 15:50;17.01.2020 15:59
262.32;262.42;262.55;262.3;67743934.2;258120;17.01.2020 16:00;17.01.2020 16:09
262.41;262.4;262.48;262.35;113318097.5;431850;17.01.2020 16:10;17.01.2020 16:19
262.4;262.43;262.5;262.35;98375121.4;374870;17.01.2020 16:20;17.01.2020 16:29
262.41;262.61;262.8;262.4;329825358.2;1255900;17.01.2020 16:30;17.01.2020 16:39
262.61;262.5;262.65;262.28;135402540.7;515840;17.01.2020 16:40;17.01.2020 16:49
262.47;262.1;262.49;261.81;191962381.9;732610;17.01.2020 16:50;17.01.2020 16:59
262.07;262.41;262.43;261.89;95470624;364130;17.01.2020 17:00;17.01.2020 17:09
262.41;262.19;262.5;262.16;42256666.5;161030;17.01.2020 17:10;17.01.2020 17:19
262.2;262.5;262.6;262.19;158287785.4;603060;17.01.2020 17:20;17.01.2020 17:29
262.49;262.55;262.65;262.3;306563938.1;1167570;17.01.2020 17:30;17.01.2020 17:39
262.55;262.55;262.65;262.4;355189668.6;1352990;17.01.2020 17:40;17.01.2020 17:49
262.57;262.7;262.77;262.37;219377252.2;835430;17.01.2020 17:50;17.01.2020 17:59
262.7;262.33;262.77;262.09;212262732.5;808680;17.01.2020 18:00;17.01.2020 18:09
262.3;262.1;262.37;262.01;109207190.3;416570;17.01.2020 18:10;17.01.2020 18:19
262.1;262.32;262.47;262.07;128388248.6;489450;17.01.2020 18:20;17.01.2020 18:29
262.32;262.6;262.69;262.28;295469964.7;1125510;17.01.2020 18:30;17.01.2020 18:39
262.5;262.5;262.5;262.5;710010000;2704800;17.01.2020 18:40;17.01.2020 18:49
