candles;;;;;;;
;;;;;;;
open;close;high;low;value;volume;begin;end
257.11;257.51;259.51;256.1;10367670370;40246770;16.01.2020 0:00;16.01.2020 23:59
258.2;262.5;262.82;257.75;11730973231;44914290;17.01.2020 0:00;17.01.2020 23:59
